Kategori;Merek;Tahun;Mesin;Tenaga (BHP);Torsi (lb⋅ft);Berat (lbs);Source URL,,
Modern Supercars;Ferrari;2000s;4.0L to 4.9L Displacement, V8;500 to 599 bhp;300 to 399 lb⋅ft;2500 to 2999 lbs;https://forza.fandom.com/wiki/Ferrari_430_Scuderia,
Modern Supercars;McLaren;2010s;4.0L to 4.9L Displacement, Twin-Turbocharged, V8;700 to 799 bhp;500 to 599 lb⋅ft;3000 to 3499 lbs;https://forza.fandom.com/wiki/McLaren_720S_Spider
Offroad;Ford;2020s;2.0L to 2.9L Displacement, Twin-Turbocharged;300 to 399 bhp;400 to 499 lb⋅ft;6500 to 6999 lbs;https://forza.fandom.com/wiki/Ford_2069_Ford_Performance_Bronco_R,
Offroad;Porsche;2010s;5.0L to 5.9L Displacement, V8;300 to 399 bhp;400 to 499 lb⋅ft;4500 to 4999 lbs;https://forza.fandom.com/wiki/Porsche_Macan_LPR_Rally_Raid,
Offroad;Ford;2010s;4.0L to 4.9L Displacement, V8;300 to 399 bhp;400 to 499 lb⋅ft;4000 to 4499 lbs;https://forza.fandom.com/wiki/Ford_Ranger_T6_Rally_Raid,
Offroad;MINI;2010s;3.0L to 3.9L Displacement, Twin-Turbocharged;300 to 399 bhp;500 to 599 lb⋅ft;4000 to 4499 lbs;https://forza.fandom.com/wiki/MINI_X-Raid_John_Cooper_Works_Buggy,
Offroad;MINI;2010s;3.0L to 3.9L Displacement, Twin-Turbocharged;300 to 399 bhp;500 to 599 lb⋅ft;4000 to 4499 lbs;https://forza.fandom.com/wiki/MINI_X-Raid_All4_Racing_Countryman,
Pickups %26 4x4%27s;Toyota;2010s;4.0L to 4.9L Displacement;200 to 299 bhp;200 to 299 lb⋅ft;4500 to 4999 lbs;https://forza.fandom.com/wiki/Toyota_4Runner_TRD_Pro,,
Pickups %26 4x4%27s;Toyota;2010s;3.0L to 3.9L Displacement, Turbocharged;100 to 199 bhp;200 to 299 lb⋅ft;4500 to 4999 lbs;https://forza.fandom.com/wiki/Toyota_Land_Cruiser_Arctic_Trucks_AT37,
Pickups %26 4x4%27s;Ford;2020s;N/A;500 to 599 bhp;700 to 799 lb⋅ft;7000 lbs and more;https://forza.fandom.com/wiki/Ford_F-150_Lightning_Platinum,,
Pickups %26 4x4%27s;Chevrolet;2010s;3.0L to 3.9L Displacement;300 to 399 bhp;200 to 299 lb⋅ft;4500 to 4999 lbs;https://forza.fandom.com/wiki/Chevrolet_Colorado_ZR2,,
Pickups %26 4x4%27s;Universal;1990s;4.0L to 4.9L Displacement;100 to 199 bhp;200 to 299 lb⋅ft;3000 to 3499 lbs;https://forza.fandom.com/wiki/Universal_Studios_Jeep_Wrangler_Sahara_%27Jurassic_Park%27,,
Pickups %26 4x4%27s;Ford;2020s;5.0L to 5.9L Displacement, V8;700 to 799 bhp;600 to 699 lb⋅ft;6000 to 6499 lbs;https://forza.fandom.com/wiki/Ford_F-150_Raptor_R,
Pickups %26 4x4%27s;Ram;2010s;6.0L to 6.9L Displacement, V8;400 to 499 bhp;400 to 499 lb⋅ft;7000 lbs and more;https://forza.fandom.com/wiki/Ram_2500_Power_Wagon,
Pickups %26 4x4%27s;Toyota;2010s;3.0L to 3.9L Displacement;200 to 299 bhp;200 to 299 lb⋅ft;4000 to 4499 lbs;https://forza.fandom.com/wiki/Toyota_Tacoma_TRD_Pro,,
Pickups %26 4x4%27s;Saleen;2020s;5.0L to 5.9L Displacement, V8;700 to 799 bhp;600 to 699 lb⋅ft;5500 to 5999 lbs;https://forza.fandom.com/wiki/Saleen_Sportruck_XR_Black_Label,
Pickups %26 4x4%27s;Ford;2020s;6.0L to 6.9L Displacement, Turbocharged, V8;400 to 499 bhp;1000 to 1099 lb⋅ft;7000 lbs and more;https://forza.fandom.com/wiki/Ford_Super_Duty_F-450_DRW_Platinum
Pickups %26 4x4%27s;Nissan;2010s;5.0L to 5.9L Displacement, Turbocharged, V8;300 to 399 bhp;500 to 599 lb⋅ft;6500 to 6999 lbs;https://forza.fandom.com/wiki/Nissan_TITAN_Warrior_Concept
Pickups %26 4x4%27s;Ford;2010s;3.0L to 3.9L Displacement, Twin-Turbocharged;400 to 499 bhp;500 to 599 lb⋅ft;5500 to 5999 lbs;https://forza.fandom.com/wiki/Ford_F-150_Raptor_(2017),
Pickups %26 4x4%27s;Mercedes-Benz;2010s;2.0L to 2.9L Displacement, Twin-Turbocharged;100 to 199 bhp;300 to 399 lb⋅ft;4500 to 4999 lbs;https://forza.fandom.com/wiki/Mercedes-Benz_X-Class,
Pickups %26 4x4%27s;Willys;1940s;2.0L to 2.9L Displacement;0 to 99 bhp;100 to 199 lb⋅ft;2000 to 2499 lbs;https://forza.fandom.com/wiki/Willys_MB_Jeep,,
Pickups %26 4x4%27s;Land;1990s;3.0L to 3.9L Displacement, V8;100 to 199 bhp;200 to 299 lb⋅ft;3500 to 3999 lbs;https://forza.fandom.com/wiki/Land_Rover_Defender_90,
Pickups %26 4x4%27s;Toyota;2020s;5.0L to 5.9L Displacement, V8;300 to 399 bhp;400 to 499 lb⋅ft;5500 to 5999 lbs;https://forza.fandom.com/wiki/Toyota_Tundra_TRD_Pro,
Pickups %26 4x4%27s;Mitsubishi;1990s;3.0L to 3.9L Displacement;200 to 299 bhp;200 to 299 lb⋅ft;4000 to 4499 lbs;https://forza.fandom.com/wiki/Mitsubishi_Montero_Evolution,,
Pickups %26 4x4%27s;Toyota;1970s;4.0L to 4.9L Displacement;100 to 199 bhp;200 to 299 lb⋅ft;4000 to 4499 lbs;https://forza.fandom.com/wiki/Toyota_FJ40,,
Pickups %26 4x4%27s;Ford;1970s;4.0L to 4.9L Displacement, V8;200 to 299 bhp;300 to 399 lb⋅ft;3500 to 3999 lbs;https://forza.fandom.com/wiki/Ford_Bronco_(1975),
Pickups %26 4x4%27s;Mercedes-Benz;2010s;5.0L to 5.9L Displacement, Twin-Turbocharged, V8;500 to 599 bhp;500 to 599 lb⋅ft;7000 lbs and more;https://forza.fandom.com/wiki/Mercedes-Benz_G_63_AMG_6x6
Pickups %26 4x4%27s;Jeep;2010s;3.0L to 3.9L Displacement;200 to 299 bhp;200 to 299 lb⋅ft;4000 to 4499 lbs;https://forza.fandom.com/wiki/Jeep_Wrangler_Rubicon,,
Pickups %26 4x4%27s;Ford;2010s;2.0L to 2.9L Displacement, Twin-Turbocharged;200 to 299 bhp;300 to 399 lb⋅ft;5000 to 5499 lbs;https://forza.fandom.com/wiki/Ford_Ranger_Raptor,
Pickups %26 4x4%27s;Jeep;2020s;3.0L to 3.9L Displacement;200 to 299 bhp;200 to 299 lb⋅ft;5000 to 5499 lbs;https://forza.fandom.com/wiki/Jeep_Gladiator_Rubicon,,
Pickups %26 4x4%27s;Jeep;1970s;5.0L to 5.9L Displacement, V8;100 to 199 bhp;200 to 299 lb⋅ft;2000 to 2499 lbs;https://forza.fandom.com/wiki/Jeep_CJ5_Renegade,
Pickups %26 4x4%27s;Hennessey;2010s;3.0L to 3.9L Displacement, Twin-Turbocharged;600 to 699 bhp;600 to 699 lb⋅ft;6500 to 6999 lbs;https://forza.fandom.com/wiki/Hennessey_VelociRaptor_6x6,
Pickups %26 4x4%27s;Toyota;2000s;3.0L to 3.9L Displacement, Turbocharged;100 to 199 bhp;200 to 299 lb⋅ft;4500 to 4999 lbs;https://forza.fandom.com/wiki/Toyota_Hilux_Arctic_Trucks_AT38,
Pickups %26 4x4%27s;Ford;2020s;3.0L to 3.9L Displacement, Twin-Turbocharged;400 to 499 bhp;400 to 499 lb⋅ft;5500 to 5999 lbs;https://forza.fandom.com/wiki/Ford_Bronco_Raptor,
Pickups %26 4x4%27s;Hennessey;2020s;6.0L to 6.9L Displacement, V8;1000 to 1099 bhp;900 to 999 lb⋅ft;7000 lbs and more;https://forza.fandom.com/wiki/Hennessey_Mammoth_1000_6x6_TRX,
Pickups %26 4x4%27s;GMC;2020s;N/A;1000 to 1099 bhp;900 to 999 lb⋅ft;7000 lbs and more;https://forza.fandom.com/wiki/GMC_HUMMER_EV_Pickup,,
Pickups %26 4x4%27s;Land;1970s;2.0L to 2.9L Displacement;0 to 99 bhp;100 to 199 lb⋅ft;3000 to 3499 lbs;https://forza.fandom.com/wiki/Land_Rover_Series_III,,
Pickups %26 4x4%27s;Ford;2020s;2.0L to 2.9L Displacement, Twin-Turbocharged;300 to 399 bhp;400 to 499 lb⋅ft;4500 to 4999 lbs;https://forza.fandom.com/wiki/Ford_Bronco_(2021),
Pickups %26 4x4%27s;Ford;1980s;4.0L to 4.9L Displacement, V8;100 to 199 bhp;200 to 299 lb⋅ft;3500 to 3999 lbs;https://forza.fandom.com/wiki/Ford_F-150_XLT_Lariat,
Pickups %26 4x4%27s;Lamborghini;1980s;5.0L to 5.9L Displacement;400 to 499 bhp;300 to 399 lb⋅ft;5000 to 5499 lbs;https://forza.fandom.com/wiki/Lamborghini_LM_002,,
Pickups %26 4x4%27s;Rivian;2020s;N/A;800 to 899 bhp;900 to 999 lb⋅ft;6500 to 6999 lbs;https://forza.fandom.com/wiki/Rivian_R1T,,
Pickups %26 4x4%27s;Ford;2010s;6.0L to 6.9L Displacement, V8;400 to 499 bhp;400 to 499 lb⋅ft;6000 to 6499 lbs;https://forza.fandom.com/wiki/Ford_F-150_SVT_Raptor,
Pickups %26 4x4%27s;Chevrolet;1970s;5.0L to 5.9L Displacement, V8;100 to 199 bhp;200 to 299 lb⋅ft;3500 to 3999 lbs;https://forza.fandom.com/wiki/Chevrolet_K-10_Custom,
Pickups %26 4x4%27s;Mercedes-Benz;2010s;6.0L to 6.9L Displacement, Twin-Turbocharged;600 to 699 bhp;700 to 799 lb⋅ft;5500 to 5999 lbs;https://forza.fandom.com/wiki/Mercedes-Benz_G_65_AMG,
Pickups %26 4x4%27s;Nissan;1980s;3.0L to 3.9L Displacement, Turbocharged;100 to 199 bhp;100 to 199 lb⋅ft;3500 to 3999 lbs;https://forza.fandom.com/wiki/Nissan_Safari_Turbo,
Pickups %26 4x4%27s;International;1970s;5.0L to 5.9L Displacement, V8;100 to 199 bhp;200 to 299 lb⋅ft;3500 to 3999 lbs;https://forza.fandom.com/wiki/International_Scout_800A,
Pickups %26 4x4%27s;Land;1970s;3.0L to 3.9L Displacement, V8;100 to 199 bhp;100 to 199 lb⋅ft;3500 to 3999 lbs;https://forza.fandom.com/wiki/Land_Rover_Range_Rover,
Pickups %26 4x4%27s;GMC;1970s;5.0L to 5.9L Displacement, V8;300 to 399 bhp;300 to 399 lb⋅ft;4000 to 4499 lbs;https://forza.fandom.com/wiki/GMC_Jimmy,
Pickups %26 4x4%27s;Chevrolet;2020s;6.0L to 6.9L Displacement, V8;400 to 499 bhp;400 to 499 lb⋅ft;5000 to 5499 lbs;https://forza.fandom.com/wiki/Chevrolet_Silverado_LT_Trail_Boss,
Pickups %26 4x4%27s;Hummer;2000s;6.0L to 6.9L Displacement, Turbocharged, V8;300 to 399 bhp;500 to 599 lb⋅ft;7000 lbs and more;https://forza.fandom.com/wiki/Hummer_H1_Alpha
Rally Monsters;Forsberg;2010s;3.0L to 3.9L Displacement;300 to 399 bhp;300 to 399 lb⋅ft;3000 to 3499 lbs;https://forza.fandom.com/wiki/Forsberg_Racing_Nissan_%27SafariZ%27_370Z_Safari_Rally_Tribute,,
Rally Monsters;Ford;1980s;2.0L to 2.9L Displacement, Turbocharged;500 to 599 bhp;400 to 499 lb⋅ft;2000 to 2499 lbs;https://forza.fandom.com/wiki/Ford_RS200_Evolution,
Rally Monsters;Porsche;1980s;3.0L to 3.9L Displacement;300 to 399 bhp;200 to 299 lb⋅ft;2500 to 2999 lbs;https://forza.fandom.com/wiki/Porsche_65_Rothsport_Racing_911_%22Desert_Flyer%22,,
Rally Monsters;Hoonigan;1970s;2.0L to 2.9L Displacement;300 to 399 bhp;200 to 299 lb⋅ft;1500 to 1999 lbs;https://forza.fandom.com/wiki/Hoonigan_Ford_Escort_RS1800,,
Rally Monsters;Ford;2010s;2.0L to 2.9L Displacement, Turbocharged;600 to 699 bhp;600 to 699 lb⋅ft;2500 to 2999 lbs;https://forza.fandom.com/wiki/Ford_14_Rahal_Letterman_Lanigan_Racing_GRC_Fiesta,
Rally Monsters;Ford;1990s;1.0L to 1.9L Displacement;100 to 199 bhp;100 to 199 lb⋅ft;2500 to 2999 lbs;https://forza.fandom.com/wiki/Ford_Racing_Puma,,
Rally Monsters;Honda;2010s;2.0L to 2.9L Displacement, Turbocharged;600 to 699 bhp;500 to 599 lb⋅ft;2500 to 2999 lbs;https://forza.fandom.com/wiki/Honda_Civic_Coupe,
Rally Monsters;Hoonigan;1980s;2.0L to 2.9L Displacement, Turbocharged;700 to 799 bhp;500 to 599 lb⋅ft;2000 to 2499 lbs;https://forza.fandom.com/wiki/Hoonigan_Ford_RS200_Evolution,
Rally Monsters;Porsche;1980s;2.0L to 2.9L Displacement, Twin-Turbocharged;300 to 399 bhp;300 to 399 lb⋅ft;3000 to 3499 lbs;https://forza.fandom.com/wiki/Porsche_185_959_Prodrive_Rally_Raid,
Rally Monsters;SUBARU;2010s;2.0L to 2.9L Displacement, Turbocharged;600 to 699 bhp;400 to 499 lb⋅ft;2500 to 2999 lbs;https://forza.fandom.com/wiki/SUBARU_WRX_STI_ARX_Supercar,
Rally Monsters;Audi;1980s;2.0L to 2.9L Displacement, Turbocharged;400 to 499 bhp;300 to 399 lb⋅ft;2000 to 2499 lbs;https://forza.fandom.com/wiki/Audi_2_Audi_Sport_quattro_S1,
Rally Monsters;Lamborghini;2020s;5.0L to 5.9L Displacement;600 to 699 bhp;400 to 499 lb⋅ft;3500 to 3999 lbs;https://forza.fandom.com/wiki/Lamborghini_Hurac%C3%A1n_Sterrato,,
Rally Monsters;Exomotive;2010s;1.0L to 1.9L Displacement, Turbocharged;200 to 299 bhp;200 to 299 lb⋅ft;1500 to 1999 lbs;https://forza.fandom.com/wiki/Exomotive_Exocet_Off-Road,
Rally Monsters;Hoonigan;2010s;2.0L to 2.9L Displacement, Turbocharged;600 to 699 bhp;600 to 699 lb⋅ft;2000 to 2499 lbs;https://forza.fandom.com/wiki/Hoonigan_GYMKHANA_10_Ford_Focus_RS_RX,
Rally Monsters;Volkswagen;2010s;2.0L to 2.9L Displacement, Turbocharged;500 to 599 bhp;400 to 499 lb⋅ft;2500 to 2999 lbs;https://forza.fandom.com/wiki/Volkswagen_34_Volkswagen_Andretti_Rallycross_Beetle,
Rally Monsters;Hoonigan;1990s;2.0L to 2.9L Displacement, Turbocharged;300 to 399 bhp;300 to 399 lb⋅ft;2500 to 2999 lbs;https://forza.fandom.com/wiki/Hoonigan_Ford_Escort_Cosworth_WRC_%22Cossie_V2%22,
Rally Monsters;Peugeot;2000s;2.0L to 2.9L Displacement;200 to 299 bhp;100 to 199 lb⋅ft;2000 to 2499 lbs;https://forza.fandom.com/wiki/Peugeot_207_Super_2000,,
Rally Monsters;Ford;2010s;1.0L to 1.9L Displacement, Turbocharged;300 to 399 bhp;300 to 399 lb⋅ft;2500 to 2999 lbs;https://forza.fandom.com/wiki/Ford_M-Sport_Fiesta_RS,
Rally Monsters;Opel;1980s;2.0L to 2.9L Displacement;200 to 299 bhp;200 to 299 lb⋅ft;2000 to 2499 lbs;https://forza.fandom.com/wiki/Opel_Manta_400,,
Rally Monsters;Hoonigan;2010s;2.0L to 2.9L Displacement, Turbocharged;600 to 699 bhp;600 to 699 lb⋅ft;2000 to 2499 lbs;https://forza.fandom.com/wiki/Hoonigan_Gymkhana_9_Ford_Focus_RS_RX,
Rally Monsters;MG;1980s;3.0L to 3.9L Displacement;400 to 499 bhp;200 to 299 lb⋅ft;2000 to 2499 lbs;https://forza.fandom.com/wiki/MG_Metro_6R4,,
Rally Monsters;Porsche;2020s;3.0L to 3.9L Displacement, Twin-Turbocharged;400 to 499 bhp;400 to 499 lb⋅ft;3500 to 3999 lbs;https://forza.fandom.com/wiki/Porsche_911_Rallye,
Rally Monsters;Hoonigan;1990s;2.0L to 2.9L Displacement, Turbocharged;600 to 699 bhp;600 to 699 lb⋅ft;2500 to 2999 lbs;https://forza.fandom.com/wiki/Hoonigan_GYMKHANA_10_Ford_Escort_Cosworth_Group_A,
Rally Monsters;Porsche;2010s;4.0L to 4.9L Displacement;500 to 599 bhp;300 to 399 lb⋅ft;3000 to 3499 lbs;https://forza.fandom.com/wiki/Porsche_911_GT3_RS_(2019),,
Rally Monsters;Ford;2000s;2.0L to 2.9L Displacement, Turbocharged;300 to 399 bhp;300 to 399 lb⋅ft;2500 to 2999 lbs;https://forza.fandom.com/wiki/Ford_4_Ford_Focus_RS,
Rare Classics;Ferrari;1960s;2.0L to 2.9L Displacement;100 to 199 bhp;100 to 199 lb⋅ft;2000 to 2499 lbs;https://forza.fandom.com/wiki/Ferrari_Dino_246_GT,,
Rare Classics;Porsche;1950s;1.0L to 1.9L Displacement;0 to 99 bhp;0 to 99 lb⋅ft;1500 to 1999 lbs;https://forza.fandom.com/wiki/Porsche_356_A_1600_Super,,
Rare Classics;Aston;1960s;4.0L to 4.9L Displacement;300 to 399 bhp;200 to 299 lb⋅ft;3000 to 3499 lbs;https://forza.fandom.com/wiki/Aston_Martin_DB5,,
Rare Classics;Shelby;1960s;7.0L to 7.9L Displacement, V8;400 to 499 bhp;500 to 599 lb⋅ft;2000 to 2499 lbs;https://forza.fandom.com/wiki/Shelby_Cobra_427_S/C,
Rare Classics;Alfa;1960s;1.0L to 1.9L Displacement;100 to 199 bhp;100 to 199 lb⋅ft;1500 to 1999 lbs;https://forza.fandom.com/wiki/Alfa_Romeo_Giulia_Sprint_GTA_Stradale,,
Rare Classics;Lamborghini;1960s;3.0L to 3.9L Displacement;300 to 399 bhp;200 to 299 lb⋅ft;2500 to 2999 lbs;https://forza.fandom.com/wiki/Lamborghini_Miura_P400,,
Rare Classics;Mercedes-Benz;1950s;3.0L to 3.9L Displacement;200 to 299 bhp;200 to 299 lb⋅ft;2500 to 2999 lbs;https://forza.fandom.com/wiki/Mercedes-Benz_300_SL_Coup%C3%A9,,
Rare Classics;Jaguar;1960s;3.0L to 3.9L Displacement;200 to 299 bhp;200 to 299 lb⋅ft;2500 to 2999 lbs;https://forza.fandom.com/wiki/Jaguar_E-type,,
Rare Classics;Ferrari;1960s;4.0L to 4.9L Displacement;400 to 499 bhp;300 to 399 lb⋅ft;3500 to 3999 lbs;https://forza.fandom.com/wiki/Ferrari_365_GTB/4,,
Rare Classics;Ferrari;1950s;3.0L to 3.9L Displacement;200 to 299 bhp;100 to 199 lb⋅ft;2000 to 2499 lbs;https://forza.fandom.com/wiki/Ferrari_250_California,,
Rare Classics;Mercedes-Benz;1920s;7.0L to 7.9L Displacement;200 to 299 bhp;300 to 399 lb⋅ft;3500 to 3999 lbs;https://forza.fandom.com/wiki/Mercedes-Benz_SSK,,
Rare Classics;Toyota;1960s;2.0L to 2.9L Displacement;100 to 199 bhp;100 to 199 lb⋅ft;2500 to 2999 lbs;https://forza.fandom.com/wiki/Toyota_2000GT,,
Rare Classics;Bentley;1930s;8.0L to 8.9L Displacement;200 to 299 bhp;300 to 399 lb⋅ft;5500 to 5999 lbs;https://forza.fandom.com/wiki/Bentley_8_Litre,,
Rare Classics;Mercedes-Benz;1960s;2.0L to 2.9L Displacement;100 to 199 bhp;100 to 199 lb⋅ft;3000 to 3499 lbs;https://forza.fandom.com/wiki/Mercedes-Benz_280_SL,,
Rare Classics;Porsche;1970s;2.0L to 2.9L Displacement;200 to 299 bhp;100 to 199 lb⋅ft;2000 to 2499 lbs;https://forza.fandom.com/wiki/Porsche_911_Carrera_RS,,
Rare Classics;Ferrari;1960s;3.0L to 3.9L Displacement;200 to 299 bhp;200 to 299 lb⋅ft;2000 to 2499 lbs;https://forza.fandom.com/wiki/Ferrari_250_GT_Berlinetta_Lusso,,
Trucks;Mercedes-Benz;2010s;12.0L to 12.9L Displacement, Turbocharged;1000 to 1099 bhp;1500 lb⋅ft and more;7000 lbs and more;https://forza.fandom.com/wiki/Mercedes-Benz_24_Tankpool24_Racing_Truck,
Trucks;Mercedes-Benz;2010s;5.0L to 5.9L Displacement, Turbocharged;200 to 299 bhp;600 to 699 lb⋅ft;7000 lbs and more;https://forza.fandom.com/wiki/Mercedes-Benz_Unimog_U5023,
Unlimited Buggies;Alumicraft;2010s;2.0L to 2.9L Displacement;100 to 199 bhp;100 to 199 lb⋅ft;2000 to 2499 lbs;https://forza.fandom.com/wiki/Alumicraft_Class_10_Race_Car,,
Unlimited Buggies;Alumicraft;2020s;6.0L to 6.9L Displacement, V8;400 to 499 bhp;400 to 499 lb⋅ft;3500 to 3999 lbs;https://forza.fandom.com/wiki/Alumicraft_122_Class_1_Buggy,
Unlimited Buggies;Hot;2010s;1.0L to 1.9L Displacement, Turbocharged;200 to 299 bhp;200 to 299 lb⋅ft;1500 to 1999 lbs;https://forza.fandom.com/wiki/Hot_Wheels_Rip_Rod,
Unlimited Buggies;Funco;2010s;7.0L to 7.9L Displacement, Twin-Turbocharged, V8;1600 bhp and more;1400 to 1499 lb⋅ft;2500 to 2999 lbs;https://forza.fandom.com/wiki/Funco_Motorsports_F9
Unlimited Buggies;Ford;1930s;3.0L to 3.9L Displacement, V8;0 to 99 bhp;100 to 199 lb⋅ft;2000 to 2499 lbs;https://forza.fandom.com/wiki/Ford_De_Luxe_Five-Window_Coupe,
Unlimited Buggies;Jimco;2020s;7.0L to 7.9L Displacement, V8;800 to 899 bhp;800 to 899 lb⋅ft;3500 to 3999 lbs;https://forza.fandom.com/wiki/Jimco_179_Hammerhead_Class_1,
Unlimited Buggies;Penhall;2010s;2.0L to 2.9L Displacement;100 to 199 bhp;100 to 199 lb⋅ft;2000 to 2499 lbs;https://forza.fandom.com/wiki/Penhall_The_Cholla,,
Unlimited Buggies;Ariel;2010s;2.0L to 2.9L Displacement;200 to 299 bhp;200 to 299 lb⋅ft;1000 to 1499 lbs;https://forza.fandom.com/wiki/Ariel_Nomad,,
Unlimited Buggies;Exomotive;2010s;1.0L to 1.9L Displacement, Turbocharged;200 to 299 bhp;200 to 299 lb⋅ft;1500 to 1999 lbs;https://forza.fandom.com/wiki/Exomotive_Exocet_Off-Road,
Unlimited Offroad;Nissan;2000s;3.0L to 3.9L Displacement;200 to 299 bhp;200 to 299 lb⋅ft;3000 to 3499 lbs;https://forza.fandom.com/wiki/Nissan_Fairlady_Z,,
Unlimited Offroad;RJ;2020s;7.0L to 7.9L Displacement, V8;800 to 899 bhp;600 to 699 lb⋅ft;4000 to 4499 lbs;https://forza.fandom.com/wiki/RJ_Anderson_37_Polaris_RZR_Pro_4_Truck,
Unlimited Offroad;DeBerti;2010s;5.0L to 5.9L Displacement, Twin-Turbocharged, V8;800 to 899 bhp;800 to 899 lb⋅ft;7000 lbs and more;https://forza.fandom.com/wiki/DeBerti_F-150_Prerunner
Unlimited Offroad;DeBerti;2010s;6.0L to 6.9L Displacement, Twin-Turbocharged, V8;800 to 899 bhp;1200 to 1299 lb⋅ft;7000 lbs and more;https://forza.fandom.com/wiki/DeBerti_Ford_Super_Duty_F-250_Lariat_%27Transformer%27
Unlimited Offroad;AMG;2550s;8.0L to 8.9L Displacement, Twin-Turbocharged, V8;700 to 799 bhp;800 to 899 lb⋅ft;5000 to 5499 lbs;https://forza.fandom.com/wiki/AMG_Transport_Dynamics_M12S_Warthog_CST
Unlimited Offroad;RJ;2010s;7.0L to 7.9L Displacement, V8;800 to 899 bhp;600 to 699 lb⋅ft;3500 to 3999 lbs;https://forza.fandom.com/wiki/RJ_Anderson_37_Polaris_RZR-Rockstar_Energy_Pro_2_Truck,
Unlimited Offroad;Hot;2010s;5.0L to 5.9L Displacement, V8;500 to 599 bhp;500 to 599 lb⋅ft;4000 to 4499 lbs;https://forza.fandom.com/wiki/Hot_Wheels_Baja_Bone_Shaker,
Unlimited Offroad;Extreme;2020s;N/A;500 to 599 bhp;700 to 799 lb⋅ft;3500 to 3999 lbs;https://forza.fandom.com/wiki/Extreme_E_Odyssey_21_e-SUV,,
Unlimited Offroad;Toyota;1990s;3.0L to 3.9L Displacement;300 to 399 bhp;200 to 299 lb⋅ft;4000 to 4499 lbs;https://forza.fandom.com/wiki/Toyota_1_T100_Baja_Truck,,
Unlimited Offroad;Honda;2010s;3.0L to 3.9L Displacement;500 to 599 bhp;400 to 499 lb⋅ft;4500 to 4999 lbs;https://forza.fandom.com/wiki/Honda_Ridgeline_Baja_Trophy_Truck,,
Unlimited Offroad;Nissan;2000s;3.0L to 3.9L Displacement;200 to 299 bhp;200 to 299 lb⋅ft;4500 to 4999 lbs;https://forza.fandom.com/wiki/Nissan_Pickup_23_Rally_Raid,,
Unlimited Offroad;Ford;2010s;7.0L to 7.9L Displacement, V8;800 to 899 bhp;600 to 699 lb⋅ft;6000 to 6499 lbs;https://forza.fandom.com/wiki/Ford_11_Rockstar_F-150_Trophy_Truck,
Unlimited Offroad;DeBerti;2010s;6.0L to 6.9L Displacement, V8;700 to 799 bhp;600 to 699 lb⋅ft;4500 to 4999 lbs;https://forza.fandom.com/wiki/DeBerti_Wrangler_Unlimited,
Unlimited Offroad;Casey;2010s;7.0L to 7.9L Displacement, V8;800 to 899 bhp;600 to 699 lb⋅ft;4500 to 4999 lbs;https://forza.fandom.com/wiki/Casey_Currie_Motorsports_4402_Ultra_4_%27Trophy_Jeep%27,
Unlimited Offroad;Ford;2010s;7.0L to 7.9L Displacement, V8;600 to 699 bhp;500 to 599 lb⋅ft;4500 to 4999 lbs;https://forza.fandom.com/wiki/Ford_25_%22Brocky%22_Ultra4_Bronco_RTR,
Unlimited Offroad;Alumicraft;2020s;6.0L to 6.9L Displacement, V8;400 to 499 bhp;400 to 499 lb⋅ft;5500 to 5999 lbs;https://forza.fandom.com/wiki/Alumicraft_6165_Trick_Truck,
Unlimited Offroad;Jimco;2010s;6.0L to 6.9L Displacement, V8;400 to 499 bhp;400 to 499 lb⋅ft;5000 to 5499 lbs;https://forza.fandom.com/wiki/Jimco_240_Fastball_Racing_Spec_Trophy_Truck,
Unlimited Offroad;Jeep;2010s;6.0L to 6.9L Displacement, V8;700 to 799 bhp;600 to 699 lb⋅ft;4500 to 4999 lbs;https://forza.fandom.com/wiki/Jeep_Trailcat,
Unlimited Offroad;Local;2010s;6.0L to 6.9L Displacement, V8;400 to 499 bhp;400 to 499 lb⋅ft;3500 to 3999 lbs;https://forza.fandom.com/wiki/Local_Motors_Rally_Fighter,
UTV's;SIERRA;2020s;0.0L to 0.9L Displacement;0 to 99 bhp;0 to 99 lb⋅ft;500 to 999 lbs;https://forza.fandom.com/wiki/SIERRA_Cars_700R,,
UTV's;Polaris;2010s;1.0L to 1.9L Displacement;100 to 199 bhp;0 to 99 lb⋅ft;1500 to 1999 lbs;https://forza.fandom.com/wiki/Polaris_RZR_XP_1000_EPS,,
UTV's;Polaris;2020s;0.0L to 0.9L Displacement, Turbocharged;100 to 199 bhp;100 to 199 lb⋅ft;2000 to 2499 lbs;https://forza.fandom.com/wiki/Polaris_RZR_Pro_XP_Factory_Racing_Limited_Edition,
UTV's;Can-Am;2010s;0.0L to 0.9L Displacement, Turbocharged;100 to 199 bhp;100 to 199 lb⋅ft;1500 to 1999 lbs;https://forza.fandom.com/wiki/Can-Am_Maverick_X_RS_Turbo_R,
UTV's;SIERRA;2020s;1.0L to 1.9L Displacement;100 to 199 bhp;100 to 199 lb⋅ft;500 to 999 lbs;https://forza.fandom.com/wiki/SIERRA_Cars_RX3,,
UTV's;Polaris;2020s;0.0L to 0.9L Displacement, Turbocharged;100 to 199 bhp;100 to 199 lb⋅ft;1500 to 1999 lbs;https://forza.fandom.com/wiki/Polaris_RZR_Pro_XP_Ultimate,
